timestamp,cpu,ram,disk
2026-04-14 16:24:36.615938,0.0,78.3,90.7
2026-04-14 16:24:36.619743,0.0,78.3,90.7
2026-04-14 16:24:36.622460,100.0,78.3,90.7
2026-04-14 16:24:36.626673,0.0,78.3,90.7
2026-04-14 16:24:36.630130,0.0,78.3,90.7
2026-04-14 16:24:36.633517,0.0,78.3,90.7
2026-04-14 16:24:36.637084,100.0,78.3,90.7
2026-04-14 16:24:36.661668,52.9,78.3,90.7
2026-04-14 16:24:36.667508,100.0,78.3,90.7
2026-04-14 16:24:36.676909,20.0,78.3,90.7
2026-04-14 16:24:36.690016,100.0,78.3,90.7
2026-04-14 16:24:36.694861,0.0,78.3,90.7
2026-04-14 16:24:36.700488,90.0,78.3,90.7
2026-04-14 16:24:36.714090,0.0,78.3,90.7
2026-04-14 16:24:36.725212,83.3,78.3,90.7
2026-04-14 16:24:36.736003,84.6,78.3,90.7
2026-04-14 16:24:36.742101,0.0,78.3,90.7
2026-04-14 16:24:36.746399,100.0,78.3,90.7
2026-04-14 16:24:36.749751,0.0,78.3,90.7
2026-04-14 16:24:36.755057,0.0,78.3,90.7
2026-04-14 16:24:36.761372,85.7,78.3,90.7
2026-04-14 16:24:36.766282,50.0,78.3,90.7
2026-04-14 16:24:36.771792,0.0,78.3,90.7
2026-04-14 16:24:36.777546,81.8,78.3,90.7
2026-04-14 16:24:36.783135,0.0,78.3,90.7
2026-04-14 16:24:36.789218,0.0,78.3,90.7
2026-04-14 16:24:36.795198,81.8,78.3,90.7
2026-04-14 16:24:36.798635,0.0,78.3,90.7
2026-04-14 16:24:36.804128,0.0,78.3,90.7
2026-04-14 16:24:36.808402,91.7,78.3,90.7
2026-04-14 16:24:36.813968,100.0,78.3,90.7
2026-04-14 16:24:36.817351,0.0,78.3,90.7
2026-04-14 16:24:36.824005,91.7,78.3,90.7
2026-04-14 16:24:36.829580,0.0,78.3,90.7
2026-04-14 16:24:36.836247,0.0,78.3,90.7
2026-04-14 16:24:36.842809,83.3,78.3,90.7
2026-04-14 16:24:36.846609,0.0,78.3,90.7
2026-04-14 16:24:36.850731,0.0,78.3,90.7
2026-04-14 16:24:36.854875,85.7,78.3,90.7
2026-04-14 16:24:36.860084,100.0,78.3,90.7
2026-04-14 16:24:36.863224,0.0,78.3,90.7
2026-04-14 16:24:36.869401,0.0,78.3,90.7
2026-04-14 16:24:36.874063,100.0,78.3,90.7
2026-04-14 16:24:36.877281,0.0,78.3,90.7
2026-04-14 16:24:36.880965,0.0,78.3,90.7
2026-04-14 16:24:36.884926,0.0,78.3,90.7
2026-04-14 16:24:36.888501,72.7,78.3,90.7
2026-04-14 16:24:36.894770,0.0,78.3,90.7
2026-04-14 16:24:36.898512,0.0,78.3,90.7
2026-04-14 16:24:36.901622,50.0,78.3,90.7
2026-04-14 16:24:36.905861,91.7,78.3,90.7
2026-04-14 16:24:36.910756,0.0,78.3,90.7
2026-04-14 16:24:36.916029,0.0,78.3,90.7
2026-04-14 16:24:36.921271,100.0,78.3,90.7
2026-04-14 16:24:36.929741,0.0,78.3,90.7
2026-04-14 16:24:36.935838,78.6,78.3,90.7
2026-04-14 16:24:36.940886,0.0,78.3,90.7
2026-04-14 16:24:36.948139,0.0,78.3,90.7
2026-04-14 16:24:36.952467,100.0,78.3,90.7
2026-04-14 16:24:36.957234,0.0,78.3,90.7
2026-04-14 16:24:36.966768,91.7,78.3,90.7
2026-04-14 16:24:36.970940,0.0,78.3,90.7
2026-04-14 16:24:36.976399,0.0,78.3,90.7
2026-04-14 16:24:36.980615,75.0,78.3,90.7
2026-04-14 16:24:36.983870,0.0,78.3,90.7
2026-04-14 16:24:36.988024,0.0,78.3,90.7
2026-04-14 16:24:36.993159,0.0,78.3,90.7
2026-04-14 16:24:36.996913,92.9,78.3,90.7
2026-04-14 16:24:37.000482,0.0,78.3,90.7
2026-04-14 16:24:37.004716,0.0,78.3,90.7
2026-04-14 16:24:37.008616,0.0,78.3,90.7
2026-04-14 16:24:37.011136,100.0,78.3,90.7
2026-04-14 16:24:37.013929,58.3,78.3,90.7
2026-04-14 16:24:37.016884,0.0,78.3,90.7
2026-04-14 16:24:37.019927,0.0,78.3,90.7
2026-04-14 16:24:37.023844,0.0,78.3,90.7
2026-04-14 16:24:37.027287,100.0,78.3,90.7
2026-04-14 16:24:37.029775,0.0,78.3,90.7
2026-04-14 16:24:37.032750,0.0,78.3,90.7
2026-04-14 16:24:37.036202,0.0,78.3,90.7
2026-04-14 16:24:37.041449,0.0,78.3,90.7
2026-04-14 16:24:37.044998,83.3,78.3,90.7
2026-04-14 16:24:37.048473,0.0,78.3,90.7
2026-04-14 16:24:37.053915,0.0,78.3,90.7
2026-04-14 16:24:37.061181,91.7,78.3,90.7
2026-04-14 16:24:37.066275,0.0,78.3,90.7
2026-04-14 16:24:37.072088,0.0,78.3,90.7
2026-04-14 16:24:37.081131,100.0,78.3,90.7
2026-04-14 16:24:37.085127,0.0,78.3,90.7
2026-04-14 16:24:37.092715,100.0,78.3,90.7
2026-04-14 16:24:37.098478,0.0,78.3,90.7
2026-04-14 16:24:37.107629,92.3,78.3,90.7
2026-04-14 16:24:37.115151,0.0,78.3,90.7
2026-04-14 16:24:37.119836,100.0,78.3,90.7
2026-04-14 16:24:37.126081,91.7,78.3,90.7
2026-04-14 16:24:37.135781,100.0,78.3,90.7
2026-04-14 16:24:37.144288,85.7,78.3,90.7
2026-04-14 16:24:37.150038,0.0,78.3,90.7
2026-04-14 16:24:37.157661,100.0,78.3,90.7
2026-04-14 16:24:37.162944,0.0,78.3,90.7
2026-04-14 16:24:37.171245,100.0,78.3,90.7
2026-04-14 16:24:37.179963,0.0,78.3,90.7
2026-04-14 16:24:37.184544,92.3,78.3,90.7
2026-04-14 16:24:37.195501,0.0,78.3,90.7
2026-04-14 16:24:37.213617,100.0,78.3,90.7
2026-04-14 16:24:37.219514,100.0,78.3,90.7
2026-04-14 16:24:37.225168,0.0,78.3,90.7
2026-04-14 16:24:37.232014,100.0,78.3,90.7
2026-04-14 16:24:37.237893,0.0,78.3,90.7
2026-04-14 16:24:37.245230,100.0,78.3,90.7
2026-04-14 16:24:37.250774,87.5,78.3,90.7
2026-04-14 16:24:37.263625,100.0,78.2,90.7
2026-04-14 16:24:37.268902,0.0,78.2,90.7
2026-04-14 16:24:37.272712,0.0,78.2,90.7
2026-04-14 16:24:37.279851,83.3,78.2,90.7
2026-04-14 16:24:37.283336,0.0,78.2,90.7
2026-04-14 16:24:37.288235,0.0,78.2,90.7
2026-04-14 16:24:37.293774,69.2,78.2,90.7
2026-04-14 16:24:37.298745,0.0,78.2,90.7
2026-04-14 16:24:37.303152,0.0,78.2,90.7
2026-04-14 16:24:37.307710,0.0,78.2,90.7
2026-04-14 16:24:37.311427,100.0,78.3,90.7
2026-04-14 16:24:37.315438,0.0,78.3,90.7
2026-04-14 16:24:37.319740,0.0,78.3,90.7
2026-04-14 16:24:37.324853,83.3,78.3,90.7
2026-04-14 16:24:37.328120,0.0,78.3,90.7
2026-04-14 16:24:37.331990,0.0,78.3,90.7
2026-04-14 16:24:37.335934,0.0,78.3,90.7
2026-04-14 16:24:37.340873,66.7,78.3,90.7
2026-04-14 16:24:37.344048,0.0,78.3,90.7
2026-04-14 16:24:37.348315,0.0,78.3,90.7
2026-04-14 16:24:37.350881,0.0,78.3,90.7
2026-04-14 16:24:37.355129,92.3,78.3,90.7
2026-04-14 16:24:37.360427,100.0,78.3,90.7
2026-04-14 16:24:37.363180,0.0,78.3,90.7
2026-04-14 16:24:37.367345,0.0,78.3,90.7
2026-04-14 16:24:37.370901,100.0,78.3,90.7
2026-04-14 16:24:37.377784,0.0,78.3,90.7
2026-04-14 16:24:37.380805,0.0,78.3,90.7
2026-04-14 16:24:37.384059,0.0,78.3,90.7
2026-04-14 16:24:37.387887,75.0,78.3,90.7
2026-04-14 16:24:37.392024,0.0,78.3,90.7
2026-04-14 16:24:37.397325,0.0,78.3,90.7
2026-04-14 16:24:37.400553,0.0,78.3,90.7
2026-04-14 16:24:37.403727,75.0,78.3,90.7
2026-04-14 16:24:37.408526,0.0,78.3,90.7
2026-04-14 16:24:37.411557,0.0,78.3,90.7
2026-04-14 16:24:37.415349,0.0,78.3,90.7
2026-04-14 16:24:37.419324,83.3,78.3,90.7
2026-04-14 16:24:37.424429,0.0,78.3,90.7
2026-04-14 16:24:37.429266,0.0,78.3,90.7
2026-04-14 16:24:37.432696,0.0,78.3,90.7
2026-04-14 16:24:37.437609,100.0,78.3,90.7
2026-04-14 16:24:37.442007,0.0,78.3,90.7
2026-04-14 16:24:37.446628,0.0,78.3,90.7
2026-04-14 16:24:37.449993,41.7,78.3,90.7
2026-04-14 16:24:37.455185,0.0,78.3,90.7
2026-04-14 16:24:37.459285,0.0,78.3,90.7
2026-04-14 16:24:37.462852,0.0,78.3,90.7
2026-04-14 16:24:37.466364,58.3,78.3,90.7
2026-04-14 16:24:37.471690,0.0,78.3,90.7
2026-04-14 16:24:37.476397,0.0,78.3,90.7
2026-04-14 16:24:37.479393,0.0,78.3,90.7
2026-04-14 16:24:37.482917,50.0,78.3,90.7
2026-04-14 16:24:37.487043,0.0,78.3,90.7
2026-04-14 16:24:37.492387,0.0,78.3,90.7
2026-04-14 16:24:37.497174,84.6,78.3,90.7
2026-04-14 16:24:37.502033,0.0,78.3,90.7
2026-04-14 16:24:37.507423,0.0,78.3,90.7
2026-04-14 16:24:37.511187,100.0,78.3,90.7
2026-04-14 16:24:37.514323,58.3,78.3,90.7
2026-04-14 16:24:37.517987,0.0,78.3,90.7
2026-04-14 16:24:37.522498,0.0,78.3,90.7
2026-04-14 16:24:37.525684,0.0,78.3,90.7
2026-04-14 16:24:37.528542,84.6,78.3,90.7
2026-04-14 16:24:37.532629,0.0,78.3,90.7
2026-04-14 16:24:37.536872,0.0,78.3,90.7
2026-04-14 16:24:37.541170,0.0,78.3,90.7
2026-04-14 16:24:37.544058,50.0,78.3,90.7
2026-04-14 16:24:37.548296,0.0,78.3,90.7
2026-04-14 16:24:37.551887,0.0,78.3,90.7
2026-04-14 16:24:37.556727,0.0,78.3,90.7
2026-04-14 16:24:37.560601,63.6,78.3,90.7
2026-04-14 16:24:37.563608,0.0,78.3,90.7
2026-04-14 16:24:37.568507,0.0,78.3,90.7
2026-04-14 16:24:37.574095,92.3,78.3,90.7
2026-04-14 16:24:37.578214,0.0,78.3,90.7
2026-04-14 16:24:37.581413,0.0,78.3,90.7
2026-04-14 16:24:37.584499,0.0,78.3,90.7
2026-04-14 16:24:37.589308,75.0,78.3,90.7
2026-04-14 16:24:37.594256,87.5,78.3,90.7
2026-04-14 16:24:37.597289,0.0,78.3,90.7
2026-04-14 16:24:37.600207,0.0,78.3,90.7
2026-04-14 16:24:37.604784,100.0,78.3,90.7
2026-04-14 16:24:37.609004,58.3,78.3,90.7
2026-04-14 16:24:37.612219,0.0,78.3,90.7
2026-04-14 16:24:37.614663,0.0,78.3,90.7
2026-04-14 16:24:37.617798,0.0,78.3,90.7
2026-04-14 16:24:37.621729,83.3,78.3,90.7
2026-04-14 16:24:37.625093,0.0,78.3,90.7
2026-04-14 16:24:37.628009,0.0,78.3,90.7
2026-04-14 16:24:37.630949,0.0,78.3,90.7
2026-04-14 16:24:37.633823,0.0,78.3,90.7
2026-04-14 16:24:37.638433,41.7,78.3,90.7
2026-04-14 16:24:37.641771,0.0,78.3,90.7
2026-04-14 16:24:37.644582,0.0,78.3,90.7
2026-04-14 16:24:37.646986,0.0,78.3,90.7
2026-04-14 16:24:37.650342,0.0,78.3,90.7
2026-04-14 16:24:37.654272,58.3,78.3,90.7
2026-04-14 16:24:37.657711,0.0,78.3,90.7
2026-04-14 16:24:37.661581,0.0,78.3,90.7
2026-04-14 16:24:37.664055,0.0,78.3,90.7
2026-04-14 16:24:37.667029,0.0,78.3,90.7
2026-04-14 16:24:37.671325,100.0,78.3,90.7
2026-04-14 16:24:37.674947,0.0,78.3,90.7
2026-04-14 16:24:37.677334,0.0,78.3,90.7
2026-04-14 16:24:37.679941,0.0,78.3,90.7
2026-04-14 16:24:37.683004,100.0,78.3,90.7
2026-04-14 16:24:37.685918,58.3,78.3,90.7
2026-04-14 16:24:37.689959,0.0,78.3,90.7
2026-04-14 16:24:37.693783,0.0,78.3,90.7
2026-04-14 16:24:37.696991,0.0,78.3,90.7
2026-04-14 16:24:37.699976,36.4,78.3,90.7
2026-04-14 16:24:37.703878,0.0,78.3,90.7
2026-04-14 16:24:37.707823,0.0,78.3,90.7
2026-04-14 16:24:37.710714,0.0,78.3,90.7
2026-04-14 16:24:37.713402,0.0,78.3,90.7
2026-04-14 16:24:37.716273,63.6,78.3,90.7
2026-04-14 16:24:37.719608,0.0,78.3,90.7
2026-04-14 16:24:37.723744,0.0,78.3,90.7
2026-04-14 16:24:37.727948,0.0,78.3,90.7
2026-04-14 16:24:37.730862,36.4,78.3,90.7
2026-04-14 16:24:37.734455,0.0,78.3,90.7
2026-04-14 16:24:37.737462,0.0,78.3,90.7
2026-04-14 16:24:37.741553,0.0,78.3,90.7
2026-04-14 16:24:37.744743,0.0,78.3,90.7
2026-04-14 16:24:37.748364,54.5,78.3,90.7
2026-04-14 16:24:37.752088,0.0,78.3,90.7
2026-04-14 16:24:37.756471,0.0,78.2,90.7
2026-04-14 16:24:37.759580,0.0,78.2,90.7
2026-04-14 16:24:37.762404,41.7,78.2,90.7
2026-04-14 16:24:37.765714,0.0,78.2,90.7
2026-04-14 16:24:37.769051,0.0,78.2,90.7
2026-04-14 16:24:37.773263,0.0,78.2,90.7
2026-04-14 16:24:37.775711,0.0,78.2,90.7
2026-04-14 16:24:37.779693,72.7,78.2,90.7
2026-04-14 16:24:37.782668,0.0,78.2,90.7
2026-04-14 16:24:37.786816,0.0,78.2,90.7
2026-04-14 16:24:37.791699,0.0,78.2,90.7
2026-04-14 16:24:37.794824,50.0,78.2,90.7
2026-04-14 16:24:37.799050,0.0,78.2,90.7
2026-04-14 16:24:37.803612,0.0,78.2,90.7
2026-04-14 16:24:37.809117,66.7,78.2,90.7
2026-04-14 16:24:37.812571,0.0,78.2,90.7
2026-04-14 16:24:37.815713,0.0,78.2,90.7
2026-04-14 16:24:37.820963,0.0,78.2,90.7
2026-04-14 16:24:37.826735,100.0,78.2,90.7
2026-04-14 16:24:37.830849,0.0,78.2,90.7
2026-04-14 16:24:37.833816,0.0,78.2,90.7
2026-04-14 16:24:37.837676,0.0,78.2,90.7
2026-04-14 16:24:37.843135,84.6,78.2,90.7
2026-04-14 16:24:37.846938,0.0,78.2,90.7
2026-04-14 16:24:37.849731,0.0,78.2,90.7
2026-04-14 16:24:37.854569,0.0,78.2,90.7
2026-04-14 16:24:37.859039,63.6,78.2,90.7
2026-04-14 16:24:37.862819,0.0,78.2,90.7
2026-04-14 16:24:37.865990,0.0,78.2,90.7
2026-04-14 16:24:37.869201,0.0,78.2,90.7
2026-04-14 16:24:37.873792,61.5,78.2,90.7
2026-04-14 16:24:37.876461,0.0,78.2,90.7
2026-04-14 16:24:37.879941,0.0,78.2,90.7
2026-04-14 16:24:37.882904,0.0,78.2,90.7
2026-04-14 16:24:37.887116,54.5,78.2,90.7
2026-04-14 16:24:37.892346,0.0,78.2,90.7
2026-04-14 16:24:37.896379,0.0,78.2,90.7
2026-04-14 16:24:37.899792,0.0,78.2,90.7
2026-04-14 16:24:37.904413,91.7,78.2,90.7
2026-04-14 16:24:37.909223,0.0,78.2,90.7
2026-04-14 16:24:37.913568,0.0,78.2,90.7
2026-04-14 16:24:37.917298,100.0,78.2,90.7
2026-04-14 16:24:37.922901,88.9,78.2,90.7
2026-04-14 16:24:37.927734,0.0,78.2,90.7
2026-04-14 16:24:37.930939,0.0,78.2,90.7
2026-04-14 16:24:37.935171,63.6,78.2,90.7
2026-04-14 16:24:37.938820,0.0,78.2,90.7
2026-04-14 16:24:37.943515,0.0,78.2,90.7
2026-04-14 16:24:37.947177,0.0,78.2,90.7
2026-04-14 16:24:37.951057,63.6,78.2,90.7
2026-04-14 16:24:37.955174,0.0,78.2,90.7
2026-04-14 16:24:37.959260,0.0,78.2,90.7
2026-04-14 16:24:37.961972,0.0,78.2,90.7
2026-04-14 16:24:37.964678,63.6,78.2,90.7
2026-04-14 16:24:37.968372,0.0,78.2,90.7
2026-04-14 16:24:37.971839,0.0,78.2,90.7
2026-04-14 16:24:37.974799,0.0,78.2,90.7
2026-04-14 16:24:37.978807,0.0,78.2,90.7
2026-04-14 16:24:37.981785,60.0,78.2,90.7
2026-04-14 16:24:37.986970,0.0,78.2,90.7
2026-04-14 16:24:37.991166,0.0,78.2,90.7
2026-04-14 16:24:37.993867,0.0,78.2,90.7
2026-04-14 16:24:37.997422,45.5,78.2,90.7
2026-04-14 16:24:38.000680,0.0,78.2,90.7
2026-04-14 16:24:38.004198,0.0,78.2,90.7
2026-04-14 16:24:38.008782,0.0,78.2,90.7
2026-04-14 16:24:38.012061,58.3,78.2,90.7
2026-04-14 16:24:38.014900,0.0,78.2,90.7
2026-04-14 16:24:38.018108,0.0,78.2,90.7
2026-04-14 16:24:38.021640,0.0,78.2,90.7
2026-04-14 16:24:38.024594,0.0,78.2,90.7
2026-04-14 16:24:38.027552,40.0,78.2,90.7
2026-04-14 16:24:38.030130,0.0,78.2,90.7
2026-04-14 16:24:38.032626,0.0,78.2,90.7
2026-04-14 16:24:38.036471,0.0,78.2,90.7
2026-04-14 16:24:38.040278,0.0,78.2,90.7
2026-04-14 16:24:38.043428,50.0,78.2,90.7
2026-04-14 16:24:38.046841,0.0,78.2,90.7
2026-04-14 16:24:38.050241,0.0,78.2,90.7
2026-04-14 16:24:38.054805,0.0,78.2,90.7
2026-04-14 16:24:38.057793,0.0,78.2,90.7
2026-04-14 16:24:38.061361,30.8,78.2,90.7
2026-04-14 16:24:38.064881,0.0,78.2,90.7
2026-04-14 16:24:38.068350,0.0,78.2,90.7
2026-04-14 16:24:38.072047,0.0,78.2,90.7
2026-04-14 16:24:38.075116,54.5,78.2,90.7
2026-04-14 16:24:38.078036,0.0,78.2,90.7
2026-04-14 16:24:38.081565,0.0,78.2,90.7
2026-04-14 16:24:38.084979,0.0,78.2,90.7
2026-04-14 16:24:38.089022,0.0,78.2,90.7
2026-04-14 16:24:38.092521,50.0,78.2,90.7
2026-04-14 16:24:38.096399,0.0,78.2,90.7
2026-04-14 16:24:38.099733,0.0,78.2,90.7
2026-04-14 16:24:38.103485,0.0,78.2,90.7
2026-04-14 16:24:38.109992,38.5,78.2,90.7
2026-04-14 16:24:38.114757,0.0,78.2,90.7
2026-04-14 16:24:38.118997,0.0,78.2,90.7
2026-04-14 16:24:38.123892,100.0,78.2,90.7
2026-04-14 16:24:38.128680,0.0,78.2,90.7
2026-04-14 16:24:38.132560,0.0,78.2,90.7
2026-04-14 16:24:38.136603,72.7,78.2,90.7
2026-04-14 16:24:38.142373,0.0,78.2,90.7
2026-04-14 16:24:38.145591,0.0,78.2,90.7
2026-04-14 16:24:38.148605,0.0,78.2,90.7
